"Hierarchy Level","Page Type","Page Path","Page ID","Page Title","Full URL","Taxonomy Level 1","Taxonomy Level 2","Taxonomy Level 3","Taxonomy Level 4","Taxonomy Level 5","Taxonomy Level 6","Taxonomy URL Level 1","Taxonomy URL Level 2","Taxonomy URL Level 3","Taxonomy URL Level 4","Taxonomy URL Level 5","Taxonomy URL Level 6","Toggle URL",hasBenefitCategory,"Page Language",Categories
4,"Navigation Page",/wage-laws,287,"Wage laws",https://www.usa.gov/wage-laws,Home,"Jobs, labor laws and unemployment","Labor laws and worker protection","Wage laws","Wage laws","Wage laws",/,/jobs-labor-laws-unemployment,/labor-laws,/wage-laws,/wage-laws,/wage-laws,https://www.usa.gov/es/leyes-salarios,,"USAGov English"
5,"Content Page",/termination-for-employers,288,"Termination guidance for employers",https://www.usa.gov/termination-for-employers,Home,"Jobs, labor laws and unemployment","Labor laws and worker protection","Termination of employment","Termination guidance for employers","Termination guidance for employers",/,/jobs-labor-laws-unemployment,/labor-laws,/termination-of-employment,/termination-for-employers,/termination-for-employers,https://www.usa.gov/es/guia-terminacion-empleo-empleadores,,"USAGov English"
5,"Content Page",/wrongful-termination,289,"Wrongful termination",https://www.usa.gov/wrongful-termination,Home,"Jobs, labor laws and unemployment","Labor laws and worker protection","Termination of employment","Wrongful termination","Wrongful termination",/,/jobs-labor-laws-unemployment,/labor-laws,/termination-of-employment,/wrongful-termination,/wrongful-termination,https://www.usa.gov/es/despido-injustificado,,"USAGov English"
4,"Navigation Page",/termination-of-employment,290,"Termination of employment",https://www.usa.gov/termination-of-employment,Home,"Jobs, labor laws and unemployment","Labor laws and worker protection","Termination of employment","Termination of employment","Termination of employment",/,/jobs-labor-laws-unemployment,/labor-laws,/termination-of-employment,/termination-of-employment,/termination-of-employment,https://www.usa.gov/es/despido-terminacion-empleo,,"USAGov English"
4,"Content Page",/job-discrimination-harassment,291,"Discrimination, harassment, and retaliation",https://www.usa.gov/job-discrimination-harassment,Home,"Jobs, labor laws and unemployment","Labor laws and worker protection","Discrimination, harassment, and retaliation","Discrimination, harassment, and retaliation","Discrimination, harassment, and retaliation",/,/jobs-labor-laws-unemployment,/labor-laws,/job-discrimination-harassment,/job-discrimination-harassment,/job-discrimination-harassment,https://www.usa.gov/es/discriminacion-acoso-represalias,,"USAGov English"
4,"Content Page",/workers-compensation,292,"Workers' compensation",https://www.usa.gov/workers-compensation,Home,"Jobs, labor laws and unemployment","Labor laws and worker protection","Workers&#039; compensation","Workers&#039; compensation","Workers&#039; compensation",/,/jobs-labor-laws-unemployment,/labor-laws,/workers-compensation,/workers-compensation,/workers-compensation,https://www.usa.gov/es/compensacion-indemnizacion-accidente-trabajo,1,"USAGov English","Health; Jobs and unemployment; Welfare and cash assistance"
4,"Content Page",/report-safety-violations,293,"Where to report workplace safety violations",https://www.usa.gov/report-safety-violations,Home,"Jobs, labor laws and unemployment","Labor laws and worker protection","Report workplace safety violations","Report workplace safety violations","Report workplace safety violations",/,/jobs-labor-laws-unemployment,/labor-laws,/report-safety-violations,/report-safety-violations,/report-safety-violations,https://www.usa.gov/es/reportar-riesgos-salud-seguridad-en-trabajo,,"USAGov English"
4,"Content Page",/workplace-laws,294,"Workplace laws",https://www.usa.gov/workplace-laws,Home,"Jobs, labor laws and unemployment","Labor laws and worker protection","Workplace laws","Workplace laws","Workplace laws",/,/jobs-labor-laws-unemployment,/labor-laws,/workplace-laws,/workplace-laws,/workplace-laws,None,,"USAGov English"
4,"Content Page",/job-help,295,"How to find a job",https://www.usa.gov/job-help,Home,"Jobs, labor laws and unemployment","How to find a job","Where to look for a job","Where to look for a job","Where to look for a job",/,/jobs-labor-laws-unemployment,/job-search,/job-help,/job-help,/job-help,https://www.usa.gov/es/buscar-trabajo,,"USAGov English"
4,"Content Page",/job-training,296,"How to find free job training",https://www.usa.gov/job-training,Home,"Jobs, labor laws and unemployment","How to find a job","Job training","Job training","Job training",/,/jobs-labor-laws-unemployment,/job-search,/job-training,/job-training,/job-training,https://www.usa.gov/es/capacitacion-laboral,1,"USAGov English","Disabilities; Education; Jobs and unemployment; Retirement and seniors"
3,"Navigation Page",/job-search,297,"How to find jobs and free training",https://www.usa.gov/job-search,Home,"Jobs, labor laws and unemployment","How to find a job","How to find a job","How to find a job","How to find a job",/,/jobs-labor-laws-unemployment,/job-search,/job-search,/job-search,/job-search,https://www.usa.gov/es/encontrar-trabajo-capacitacion-laboral,,"USAGov English"
3,"Content Page",/libraries-and-archives,298,"Find libraries and archives",https://www.usa.gov/libraries-and-archives,Home,Education,"Libraries and archives","Libraries and archives","Libraries and archives","Libraries and archives",/,/education,/libraries-and-archives,/libraries-and-archives,/libraries-and-archives,/libraries-and-archives,https://www.usa.gov/es/bibliotecas-publicas,,"USAGov English"
2,"Navigation Cards Page",/education,299,Education,https://www.usa.gov/education,Home,Education,Education,Education,Education,Education,/,/education,/education,/education,/education,/education,https://www.usa.gov/es/educacion,,"USAGov English"
4,"Content Page",/student-loan-problems,300,"Resolve student loan payment problems",https://www.usa.gov/student-loan-problems,Home,Education,"Financial aid and loans","Student loan payment problems","Student loan payment problems","Student loan payment problems",/,/education,/financial-aid,/student-loan-problems,/student-loan-problems,/student-loan-problems,https://www.usa.gov/es/problemas-pagos-prestamos-estudiantiles,,"USAGov English"
3,"Navigation Page",/financial-aid,301,"Financial aid and student loans",https://www.usa.gov/financial-aid,Home,Education,"Financial aid and loans","Financial aid and loans","Financial aid and loans","Financial aid and loans",/,/education,/financial-aid,/financial-aid,/financial-aid,/financial-aid,https://www.usa.gov/es/asistencia-economica-educacion,,"USAGov English"
4,"Content Page",/estimate-college-cost,302,"Estimate your college cost",https://www.usa.gov/estimate-college-cost,Home,Education,"Financial aid and loans","Estimate your college cost","Estimate your college cost","Estimate your college cost",/,/education,/financial-aid,/estimate-college-cost,/estimate-college-cost,/estimate-college-cost,https://www.usa.gov/es/calcular-costo-estudios-universidad,,"USAGov English"
4,"Content Page",/fafsa,303,"Free Application for Federal Student Aid (FAFSA)",https://www.usa.gov/fafsa,Home,Education,"Financial aid and loans","Federal Student Aid (FAFSA)","Federal Student Aid (FAFSA)","Federal Student Aid (FAFSA)",/,/education,/financial-aid,/fafsa,/fafsa,/fafsa,https://www.usa.gov/es/fafsa-ayuda-federal-estudiantes,1,"USAGov English",Education
4,"Content Page",/repaying-student-loan,304,"Get started repaying your federal student loan",https://www.usa.gov/repaying-student-loan,Home,Education,"Financial aid and loans","Repaying your federal student loan","Repaying your federal student loan","Repaying your federal student loan",/,/education,/financial-aid,/repaying-student-loan,/repaying-student-loan,/repaying-student-loan,https://www.usa.gov/es/pagar-prestamo-federal-estudiantes,1,"USAGov English",Education
4,"Content Page",/student-aid,305,"Types of student financial aid",https://www.usa.gov/student-aid,Home,Education,"Financial aid and loans","Types of student aid","Types of student aid","Types of student aid",/,/education,/financial-aid,/student-aid,/student-aid,/student-aid,https://www.usa.gov/es/ayuda-economica-estudiantes,1,"USAGov English",Education
4,"Content Page",/learn-english,306,"Find courses to help you learn English",https://www.usa.gov/learn-english,Home,Education,"Study in the U.S.","Learn English","Learn English","Learn English",/,/education,/study-in-us,/learn-english,/learn-english,/learn-english,https://www.usa.gov/es/ayuda-aprender-ingles-en-estados-unidos,,"USAGov English"
4,"Content Page",/international-student,307,"Learn how to become an international student in the U.S.",https://www.usa.gov/international-student,Home,Education,"Study in the U.S.","Study in the U.S. as an international student","Study in the U.S. as an international student","Study in the U.S. as an international student",/,/education,/study-in-us,/international-student,/international-student,/international-student,https://www.usa.gov/es/estudiar-universidad-estados-unidos-extranjeros,,"USAGov English"
3,"Navigation Page",/study-in-us,308,"Study in the U.S.",https://www.usa.gov/study-in-us,Home,Education,"Study in the U.S.","Study in the U.S.","Study in the U.S.","Study in the U.S.",/,/education,/study-in-us,/study-in-us,/study-in-us,/study-in-us,https://www.usa.gov/es/estudiar-en-estados-unidos,,"USAGov English"
3,"Content Page",/disability-caregiver,309,"Get paid as a caregiver for a family member",https://www.usa.gov/disability-caregiver,Home,"Disability services","Get paid as a caregiver","Get paid as a caregiver","Get paid as a caregiver","Get paid as a caregiver",/,/disability-services,/disability-caregiver,/disability-caregiver,/disability-caregiver,/disability-caregiver,https://www.usa.gov/es/paga-cuidador-de-un-familiar,1,"USAGov English","Disabilities; Health; Military and veterans; Retirement and seniors"
3,"Content Page",/disability-rights,310,"Your rights under the Americans with Disabilities Act (ADA)",https://www.usa.gov/disability-rights,Home,"Disability services","Americans with Disabilities Act (ADA)","Americans with Disabilities Act (ADA)","Americans with Disabilities Act (ADA)","Americans with Disabilities Act (ADA)",/,/disability-services,/disability-rights,/disability-rights,/disability-rights,/disability-rights,https://www.usa.gov/es/ada-derechos-personas-con-discapcidades,,"USAGov English"
3,"Content Page",/disability-benefits-while-working,311,"Continuing disability benefits while working",https://www.usa.gov/disability-benefits-while-working,Home,"Disability services","Disability benefits while working","Disability benefits while working","Disability benefits while working","Disability benefits while working",/,/disability-services,/disability-benefits-while-working,/disability-benefits-while-working,/disability-benefits-while-working,/disability-benefits-while-working,https://www.usa.gov/es/continuacion-beneficios-incapacidad-mientras-trabaja,,"USAGov English"
3,"Content Page",/disability-jobs-training,312,"Job training and employment programs for people with disabilities",https://www.usa.gov/disability-jobs-training,Home,"Disability services","Job training and employment programs","Job training and employment programs","Job training and employment programs","Job training and employment programs",/,/disability-services,/disability-jobs-training,/disability-jobs-training,/disability-jobs-training,/disability-jobs-training,https://www.usa.gov/es/capacitacion-empleo-personas-con-discapacidades,1,"USAGov English","Disabilities; Jobs and unemployment"
2,"Navigation Cards Page",/disability-services,313,"Disability services",https://www.usa.gov/disability-services,Home,"Disability services","Disability services","Disability services","Disability services","Disability services",/,/disability-services,/disability-services,/disability-services,/disability-services,/disability-services,https://www.usa.gov/es/servicios-personas-con-discapacidades,,"USAGov English"
4,"Content Page",/federal-budget-process,314,"The federal budget process",https://www.usa.gov/federal-budget-process,Home,"The U.S. and its government","U.S. facts and figures","Federal budget process","Federal budget process","Federal budget process",/,/about-the-us,/facts-figures,/federal-budget-process,/federal-budget-process,/federal-budget-process,https://www.usa.gov/es/proceso-presupuesto-gobierno-estados-unidos,,"USAGov English"
3,"Content Page",/military-records,315,"How to get copies of military records",https://www.usa.gov/military-records,Home,"Military and veterans","Get copies of military records","Get copies of military records","Get copies of military records","Get copies of military records",/,/military-and-veterans,/military-records,/military-records,/military-records,/military-records,None,,"USAGov English"
3,"Content Page",/us-military,316,"Learn about the U.S. military branches",https://www.usa.gov/us-military,Home,"Military and veterans","About the U.S. military","About the U.S. military","About the U.S. military","About the U.S. military",/,/military-and-veterans,/us-military,/us-military,/us-military,/us-military,https://www.usa.gov/es/fuerzas-armadas-estados-unidos,,"USAGov English"
