"Hierarchy Level","Page Type","Page Path","Page ID","Page Title","Full URL","Taxonomy Level 1","Taxonomy Level 2","Taxonomy Level 3","Taxonomy Level 4","Taxonomy Level 5","Taxonomy Level 6","Taxonomy URL Level 1","Taxonomy URL Level 2","Taxonomy URL Level 3","Taxonomy URL Level 4","Taxonomy URL Level 5","Taxonomy URL Level 6","Toggle URL",hasBenefitCategory,"Page Language",Categories
4,federal_directory_record,/agencies/institute-of-education-sciences,992,"Institute of Education Sciences (IES)",https://www.usa.gov/agencies/institute-of-education-sciences,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Institute of Education Sciences","Institute of Education Sciences","Institute of Education Sciences",/,/about-the-us,/agency-index,/agencies/institute-of-education-sciences,/agencies/institute-of-education-sciences,/agencies/institute-of-education-sciences,None,,"USAGov English"
4,federal_directory_record,/es/agencias/servicio-forestal,993,"Servicio Forestal",https://www.usa.gov/es/agencias/servicio-forestal,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Servicio Forestal","Servicio Forestal","Servicio Forestal",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/servicio-forestal,/es/agencias/servicio-forestal,/es/agencias/servicio-forestal,https://www.usa.gov/agencies/forest-service,,"USAGov en Español"
4,federal_directory_record,/es/agencias/comision-de-asistencia-electoral-de-ee-uu,994,"Comisión de Asistencia Electoral de EE.UU. (EAC)",https://www.usa.gov/es/agencias/comision-de-asistencia-electoral-de-ee-uu,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Comisión de Asistencia Electoral de EE.UU.","Comisión de Asistencia Electoral de EE.UU.","Comisión de Asistencia Electoral de EE.UU.",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/comision-de-asistencia-electoral-de-ee-uu,/es/agencias/comision-de-asistencia-electoral-de-ee-uu,/es/agencias/comision-de-asistencia-electoral-de-ee-uu,https://www.usa.gov/agencies/u-s-election-assistance-commission,,"USAGov en Español"
4,federal_directory_record,/es/agencias/servicio-de-inspeccion-y-segurida-alimentaria,995,"Servicio de Inspección y Seguridad Alimentaria (FSIS)",https://www.usa.gov/es/agencias/servicio-de-inspeccion-y-segurida-alimentaria,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Servicio de Inspección y Seguridad Alimentaria","Servicio de Inspección y Seguridad Alimentaria","Servicio de Inspección y Seguridad Alimentaria",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/servicio-de-inspeccion-y-segurida-alimentaria,/es/agencias/servicio-de-inspeccion-y-segurida-alimentaria,/es/agencias/servicio-de-inspeccion-y-segurida-alimentaria,https://www.usa.gov/agencies/food-safety-and-inspection-service,,"USAGov en Español"
4,federal_directory_record,/agencies/court-of-international-trade,996,"Court of International Trade",https://www.usa.gov/agencies/court-of-international-trade,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Court of International Trade","Court of International Trade","Court of International Trade",/,/about-the-us,/agency-index,/agencies/court-of-international-trade,/agencies/court-of-international-trade,/agencies/court-of-international-trade,None,,"USAGov English"
4,federal_directory_record,/agencies/railroad-retirement-board,997,"Railroad Retirement Board (RRB)",https://www.usa.gov/agencies/railroad-retirement-board,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board",/,/about-the-us,/agency-index,/agencies/railroad-retirement-board,/agencies/railroad-retirement-board,/agencies/railroad-retirement-board,https://www.usa.gov/es/agencias/junta-de-jubilacion-de-empleados-ferroviarios,,"USAGov English"
4,federal_directory_record,/agencies/interagency-alternative-dispute-resolution-working-group,999,"Interagency Alternative Dispute Resolution Working Group",https://www.usa.gov/agencies/interagency-alternative-dispute-resolution-working-group,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Interagency Alternative Dispute Resolution Working Group","Interagency Alternative Dispute Resolution Working Group","Interagency Alternative Dispute Resolution Working Group",/,/about-the-us,/agency-index,/agencies/interagency-alternative-dispute-resolution-working-group,/agencies/interagency-alternative-dispute-resolution-working-group,/agencies/interagency-alternative-dispute-resolution-working-group,None,,"USAGov English"
4,federal_directory_record,/es/agencias/camara-de-representantes-de-estados-unidos,1000,"Cámara de Representantes de Estados Unidos",https://www.usa.gov/es/agencias/camara-de-representantes-de-estados-unidos,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Cámara de Representantes de Estados Unidos","Cámara de Representantes de Estados Unidos","Cámara de Representantes de Estados Unidos",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/camara-de-representantes-de-estados-unidos,/es/agencias/camara-de-representantes-de-estados-unidos,/es/agencias/camara-de-representantes-de-estados-unidos,https://www.usa.gov/agencies/u-s-house-of-representatives,,"USAGov en Español"
4,federal_directory_record,/es/agencias/guardia-nacional,1001,"Guardia Nacional",https://www.usa.gov/es/agencias/guardia-nacional,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Guardia Nacional","Guardia Nacional","Guardia Nacional",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/guardia-nacional,/es/agencias/guardia-nacional,/es/agencias/guardia-nacional,https://www.usa.gov/agencies/national-guard,,"USAGov en Español"
4,federal_directory_record,/agencies/social-security-advisory-board,1002,"Social Security Advisory Board (SSAB)",https://www.usa.gov/agencies/social-security-advisory-board,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Social Security Advisory Board","Social Security Advisory Board","Social Security Advisory Board",/,/about-the-us,/agency-index,/agencies/social-security-advisory-board,/agencies/social-security-advisory-board,/agencies/social-security-advisory-board,None,,"USAGov English"
4,federal_directory_record,/es/agencias/administracion-de-seguridad-en-el-transporte,1003,"Administración de Seguridad en el Transporte (TSA)",https://www.usa.gov/es/agencias/administracion-de-seguridad-en-el-transporte,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Administración de Seguridad en el Transporte","Administración de Seguridad en el Transporte","Administración de Seguridad en el Transporte",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/administracion-de-seguridad-en-el-transporte,/es/agencias/administracion-de-seguridad-en-el-transporte,/es/agencias/administracion-de-seguridad-en-el-transporte,https://www.usa.gov/agencies/transportation-security-administration,,"USAGov en Español"
4,federal_directory_record,/agencies/inter-american-foundation,1007,"Inter-American Foundation (IAF)",https://www.usa.gov/agencies/inter-american-foundation,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Inter-American Foundation","Inter-American Foundation","Inter-American Foundation",/,/about-the-us,/agency-index,/agencies/inter-american-foundation,/agencies/inter-american-foundation,/agencies/inter-american-foundation,https://www.usa.gov/es/agencias/fundacion-interamericana,,"USAGov English"
4,federal_directory_record,/es/agencias/cuerpo-de-paz,1008,"Cuerpo de Paz",https://www.usa.gov/es/agencias/cuerpo-de-paz,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Cuerpo de Paz","Cuerpo de Paz","Cuerpo de Paz",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/cuerpo-de-paz,/es/agencias/cuerpo-de-paz,/es/agencias/cuerpo-de-paz,https://www.usa.gov/agencies/peace-corps,,"USAGov en Español"
4,federal_directory_record,/es/agencias/oficina-de-administracion-de-energia-oceanica,1009,"Oficina de Administración de Energía Oceánica (BOEM)",https://www.usa.gov/es/agencias/oficina-de-administracion-de-energia-oceanica,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Oficina de Administración de Energía Oceánica","Oficina de Administración de Energía Oceánica","Oficina de Administración de Energía Oceánica",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/oficina-de-administracion-de-energia-oceanica,/es/agencias/oficina-de-administracion-de-energia-oceanica,/es/agencias/oficina-de-administracion-de-energia-oceanica,https://www.usa.gov/agencies/bureau-of-ocean-energy-management,,"USAGov en Español"
4,federal_directory_record,/agencies/u-s-southern-command,1010,"U.S. Southern Command (SOUTHCOM)",https://www.usa.gov/agencies/u-s-southern-command,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Southern Command","U.S. Southern Command","U.S. Southern Command",/,/about-the-us,/agency-index,/agencies/u-s-southern-command,/agencies/u-s-southern-command,/agencies/u-s-southern-command,None,,"USAGov English"
4,federal_directory_record,/es/agencias/administracion-del-seguro-social,1011,"Administración del Seguro Social (SSA)",https://www.usa.gov/es/agencias/administracion-del-seguro-social,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Administración del Seguro Social","Administración del Seguro Social","Administración del Seguro Social",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/administracion-del-seguro-social,/es/agencias/administracion-del-seguro-social,/es/agencias/administracion-del-seguro-social,https://www.usa.gov/agencies/social-security-administration,,"USAGov en Español"
4,federal_directory_record,/agencies/defense-commissary-agency,1012,"Defense Commissary Agency",https://www.usa.gov/agencies/defense-commissary-agency,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Defense Commissary Agency","Defense Commissary Agency","Defense Commissary Agency",/,/about-the-us,/agency-index,/agencies/defense-commissary-agency,/agencies/defense-commissary-agency,/agencies/defense-commissary-agency,None,,"USAGov English"
4,federal_directory_record,/agencies/u-s-election-assistance-commission,1013,"U.S. Election Assistance Commission (EAC)",https://www.usa.gov/agencies/u-s-election-assistance-commission,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Election Assistance Commission","U.S. Election Assistance Commission","U.S. Election Assistance Commission",/,/about-the-us,/agency-index,/agencies/u-s-election-assistance-commission,/agencies/u-s-election-assistance-commission,/agencies/u-s-election-assistance-commission,https://www.usa.gov/es/agencias/comision-de-asistencia-electoral-de-ee-uu,,"USAGov English"
4,federal_directory_record,/agencies/u-s-department-of-veterans-affairs,1014,"U.S. Department of Veterans Affairs (VA)",https://www.usa.gov/agencies/u-s-department-of-veterans-affairs,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Department of Veterans Affairs","U.S. Department of Veterans Affairs","U.S. Department of Veterans Affairs",/,/about-the-us,/agency-index,/agencies/u-s-department-of-veterans-affairs,/agencies/u-s-department-of-veterans-affairs,/agencies/u-s-department-of-veterans-affairs,https://www.usa.gov/es/agencias/departamento-de-asuntos-de-los-veteranos,,"USAGov English"
4,federal_directory_record,/agencies/james-madison-memorial-fellowship-foundation,1015,"James Madison Memorial Fellowship Foundation",https://www.usa.gov/agencies/james-madison-memorial-fellowship-foundation,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","James Madison Memorial Fellowship Foundation","James Madison Memorial Fellowship Foundation","James Madison Memorial Fellowship Foundation",/,/about-the-us,/agency-index,/agencies/james-madison-memorial-fellowship-foundation,/agencies/james-madison-memorial-fellowship-foundation,/agencies/james-madison-memorial-fellowship-foundation,None,,"USAGov English"
4,federal_directory_record,/es/agencias/instituto-nacional-de-investigacion-dental-y-craneofacial,1016,"Instituto Nacional de Investigación Dental y Craneofacial (NIDCR)",https://www.usa.gov/es/agencias/instituto-nacional-de-investigacion-dental-y-craneofacial,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Instituto Nacional de Investigación Dental y Craneofacial","Instituto Nacional de Investigación Dental y Craneofacial","Instituto Nacional de Investigación Dental y Craneofacial",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/instituto-nacional-de-investigacion-dental-y-craneofacial,/es/agencias/instituto-nacional-de-investigacion-dental-y-craneofacial,/es/agencias/instituto-nacional-de-investigacion-dental-y-craneofacial,https://www.usa.gov/agencies/national-institute-of-dental-and-craniofacial-research,,"USAGov en Español"
4,federal_directory_record,/agencies/u-s-special-operations-command,1017,"U.S. Special Operations Command",https://www.usa.gov/agencies/u-s-special-operations-command,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Special Operations Command","U.S. Special Operations Command","U.S. Special Operations Command",/,/about-the-us,/agency-index,/agencies/u-s-special-operations-command,/agencies/u-s-special-operations-command,/agencies/u-s-special-operations-command,None,,"USAGov English"
4,federal_directory_record,/es/agencias/sistema-de-servicio-selectivo,1018,"Sistema de Servicio Selectivo (SSS)",https://www.usa.gov/es/agencias/sistema-de-servicio-selectivo,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Sistema de Servicio Selectivo","Sistema de Servicio Selectivo","Sistema de Servicio Selectivo",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/sistema-de-servicio-selectivo,/es/agencias/sistema-de-servicio-selectivo,/es/agencias/sistema-de-servicio-selectivo,https://www.usa.gov/agencies/selective-service-system,,"USAGov en Español"
4,federal_directory_record,/agencies/defense-contract-management-agency,1019,"Defense Contract Management Agency (DCMA)",https://www.usa.gov/agencies/defense-contract-management-agency,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Defense Contract Management Agency","Defense Contract Management Agency","Defense Contract Management Agency",/,/about-the-us,/agency-index,/agencies/defense-contract-management-agency,/agencies/defense-contract-management-agency,/agencies/defense-contract-management-agency,None,,"USAGov English"
4,federal_directory_record,/agencies/human-foods-program,1020,"Human Foods Program (HFP)",https://www.usa.gov/agencies/human-foods-program,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Human Foods Program","Human Foods Program","Human Foods Program",/,/about-the-us,/agency-index,/agencies/human-foods-program,/agencies/human-foods-program,/agencies/human-foods-program,https://www.usa.gov/es/agencias/programa-de-alimentos-para-consumo-humano,,"USAGov English"
4,federal_directory_record,/agencies/employee-benefits-security-administration,1021,"Employee Benefits Security Administration (EBSA)",https://www.usa.gov/agencies/employee-benefits-security-administration,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Employee Benefits Security Administration","Employee Benefits Security Administration","Employee Benefits Security Administration",/,/about-the-us,/agency-index,/agencies/employee-benefits-security-administration,/agencies/employee-benefits-security-administration,/agencies/employee-benefits-security-administration,https://www.usa.gov/es/agencias/administracion-de-seguridad-de-beneficios-de-los-empleados,,"USAGov English"
4,federal_directory_record,/es/agencias/departamento-de-comercio,1022,"Departamento de Comercio (DOC)",https://www.usa.gov/es/agencias/departamento-de-comercio,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Departamento de Comercio","Departamento de Comercio","Departamento de Comercio",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/departamento-de-comercio,/es/agencias/departamento-de-comercio,/es/agencias/departamento-de-comercio,https://www.usa.gov/agencies/u-s-department-of-commerce,,"USAGov en Español"
4,federal_directory_record,/es/agencias/fuerza-aerea-de-ee-uu,1023,"Fuerza Aérea de EE. UU.",https://www.usa.gov/es/agencias/fuerza-aerea-de-ee-uu,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Fuerza Aérea de EE. UU.","Fuerza Aérea de EE. UU.","Fuerza Aérea de EE. UU.",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/fuerza-aerea-de-ee-uu,/es/agencias/fuerza-aerea-de-ee-uu,/es/agencias/fuerza-aerea-de-ee-uu,https://www.usa.gov/agencies/u-s-air-force,,"USAGov en Español"
4,federal_directory_record,/agencies/pension-benefit-guaranty-corporation,1024,"Pension Benefit Guaranty Corporation (PBGC)",https://www.usa.gov/agencies/pension-benefit-guaranty-corporation,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Pension Benefit Guaranty Corporation","Pension Benefit Guaranty Corporation","Pension Benefit Guaranty Corporation",/,/about-the-us,/agency-index,/agencies/pension-benefit-guaranty-corporation,/agencies/pension-benefit-guaranty-corporation,/agencies/pension-benefit-guaranty-corporation,https://www.usa.gov/es/agencias/corporacion-para-garantizar-los-beneficios-de-las-pensiones,,"USAGov English"
4,federal_directory_record,/agencies/stennis-center-for-public-service,1025,"Stennis Center for Public Service",https://www.usa.gov/agencies/stennis-center-for-public-service,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Stennis Center for Public Service","Stennis Center for Public Service","Stennis Center for Public Service",/,/about-the-us,/agency-index,/agencies/stennis-center-for-public-service,/agencies/stennis-center-for-public-service,/agencies/stennis-center-for-public-service,None,,"USAGov English"
4,federal_directory_record,/es/agencias/museos-y-galerias-smithsonian,1026,"Museos y Galerías Smithsonian",https://www.usa.gov/es/agencias/museos-y-galerias-smithsonian,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Museos y Galerías Smithsonian","Museos y Galerías Smithsonian","Museos y Galerías Smithsonian",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/museos-y-galerias-smithsonian,/es/agencias/museos-y-galerias-smithsonian,/es/agencias/museos-y-galerias-smithsonian,https://www.usa.gov/agencies/smithsonian-institution,,"USAGov en Español"
4,federal_directory_record,/agencies/defense-intelligence-agency,1027,"Defense Intelligence Agency (DIA)",https://www.usa.gov/agencies/defense-intelligence-agency,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Defense Intelligence Agency","Defense Intelligence Agency","Defense Intelligence Agency",/,/about-the-us,/agency-index,/agencies/defense-intelligence-agency,/agencies/defense-intelligence-agency,/agencies/defense-intelligence-agency,None,,"USAGov English"
4,federal_directory_record,/agencies/joint-chiefs-of-staff,1029,"Joint Chiefs of Staff",https://www.usa.gov/agencies/joint-chiefs-of-staff,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Joint Chiefs of Staff","Joint Chiefs of Staff","Joint Chiefs of Staff",/,/about-the-us,/agency-index,/agencies/joint-chiefs-of-staff,/agencies/joint-chiefs-of-staff,/agencies/joint-chiefs-of-staff,None,,"USAGov English"
4,federal_directory_record,/es/agencias/departamento-de-educacion,1030,"Departamento de Educación (ED)",https://www.usa.gov/es/agencias/departamento-de-educacion,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Departamento de Educación","Departamento de Educación","Departamento de Educación",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/departamento-de-educacion,/es/agencias/departamento-de-educacion,/es/agencias/departamento-de-educacion,https://www.usa.gov/agencies/u-s-department-of-education,,"USAGov en Español"
4,federal_directory_record,/agencies/social-security-administration,1031,"Social Security Administration (SSA)",https://www.usa.gov/agencies/social-security-administration,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Social Security Administration","Social Security Administration","Social Security Administration",/,/about-the-us,/agency-index,/agencies/social-security-administration,/agencies/social-security-administration,/agencies/social-security-administration,https://www.usa.gov/es/agencias/administracion-del-seguro-social,,"USAGov English"
4,federal_directory_record,/es/agencias/agencia-para-sustancias-toxicas-y-el-registro-de-enfermedades,1032,"Agencia para Sustancias Tóxicas y el Registro de Enfermedades (ATSDR)",https://www.usa.gov/es/agencias/agencia-para-sustancias-toxicas-y-el-registro-de-enfermedades,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Agencia para Sustancias Tóxicas y el Registro de Enfermedades","Agencia para Sustancias Tóxicas y el Registro de Enfermedades","Agencia para Sustancias Tóxicas y el Registro de Enfermedades",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/agencia-para-sustancias-toxicas-y-el-registro-de-enfermedades,/es/agencias/agencia-para-sustancias-toxicas-y-el-registro-de-enfermedades,/es/agencias/agencia-para-sustancias-toxicas-y-el-registro-de-enfermedades,https://www.usa.gov/agencies/agency-for-toxic-substances-and-disease-registry,,"USAGov en Español"
4,federal_directory_record,/agencies/defense-security-cooperation-agency,1033,"Defense Security Cooperation Agency (DSCA)",https://www.usa.gov/agencies/defense-security-cooperation-agency,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Defense Security Cooperation Agency","Defense Security Cooperation Agency","Defense Security Cooperation Agency",/,/about-the-us,/agency-index,/agencies/defense-security-cooperation-agency,/agencies/defense-security-cooperation-agency,/agencies/defense-security-cooperation-agency,None,,"USAGov English"
4,federal_directory_record,/agencies/joint-fire-science-program,1034,"Joint Fire Science Program (JFSP)",https://www.usa.gov/agencies/joint-fire-science-program,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Joint Fire Science Program","Joint Fire Science Program","Joint Fire Science Program",/,/about-the-us,/agency-index,/agencies/joint-fire-science-program,/agencies/joint-fire-science-program,/agencies/joint-fire-science-program,None,,"USAGov English"
4,federal_directory_record,/es/agencias/departamento-de-estado,1035,"Departamento de Estado (DOS)",https://www.usa.gov/es/agencias/departamento-de-estado,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Departamento de Estado","Departamento de Estado","Departamento de Estado",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/departamento-de-estado,/es/agencias/departamento-de-estado,/es/agencias/departamento-de-estado,https://www.usa.gov/agencies/u-s-department-of-state,,"USAGov en Español"
4,federal_directory_record,/agencies/administration-for-native-americans,1036,"Administration for Native Americans (ANA)",https://www.usa.gov/agencies/administration-for-native-americans,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Administration for Native Americans","Administration for Native Americans","Administration for Native Americans",/,/about-the-us,/agency-index,/agencies/administration-for-native-americans,/agencies/administration-for-native-americans,/agencies/administration-for-native-americans,https://www.usa.gov/es/agencias/oficina-de-asuntos-indigenas,,"USAGov English"
4,federal_directory_record,/agencies/office-of-surface-mining-reclamation-and-enforcement,1037,"Office of Surface Mining, Reclamation and Enforcement (OSMRE)",https://www.usa.gov/agencies/office-of-surface-mining-reclamation-and-enforcement,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Office of Surface Mining, Reclamation and Enforcement","Office of Surface Mining, Reclamation and Enforcement","Office of Surface Mining, Reclamation and Enforcement",/,/about-the-us,/agency-index,/agencies/office-of-surface-mining-reclamation-and-enforcement,/agencies/office-of-surface-mining-reclamation-and-enforcement,/agencies/office-of-surface-mining-reclamation-and-enforcement,https://www.usa.gov/es/agencias/oficina-de-mineria-de-superficie,,"USAGov English"
4,federal_directory_record,/es/agencias/corte-suprema-de-estados-unidos,1038,"Corte Suprema de Estados Unidos",https://www.usa.gov/es/agencias/corte-suprema-de-estados-unidos,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Corte Suprema de Estados Unidos","Corte Suprema de Estados Unidos","Corte Suprema de Estados Unidos",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/corte-suprema-de-estados-unidos,/es/agencias/corte-suprema-de-estados-unidos,/es/agencias/corte-suprema-de-estados-unidos,https://www.usa.gov/agencies/supreme-court-of-the-united-states,,"USAGov en Español"
4,federal_directory_record,/agencies/office-of-juvenile-justice-and-delinquency-prevention,1039,"Office of Juvenile Justice and Delinquency Prevention (OJJDP)",https://www.usa.gov/agencies/office-of-juvenile-justice-and-delinquency-prevention,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Office of Juvenile Justice and Delinquency Prevention","Office of Juvenile Justice and Delinquency Prevention","Office of Juvenile Justice and Delinquency Prevention",/,/about-the-us,/agency-index,/agencies/office-of-juvenile-justice-and-delinquency-prevention,/agencies/office-of-juvenile-justice-and-delinquency-prevention,/agencies/office-of-juvenile-justice-and-delinquency-prevention,https://www.usa.gov/es/agencias/oficina-de-justicia-juvenil-y-prevencion-de-la-delincuencia,,"USAGov English"
4,federal_directory_record,/agencies/federal-housing-administration,1040,"Federal Housing Administration (FHA)",https://www.usa.gov/agencies/federal-housing-administration,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Federal Housing Administration","Federal Housing Administration","Federal Housing Administration",/,/about-the-us,/agency-index,/agencies/federal-housing-administration,/agencies/federal-housing-administration,/agencies/federal-housing-administration,https://www.usa.gov/es/agencias/administracion-federal-de-vivienda,,"USAGov English"
4,federal_directory_record,/es/agencias/departamento-de-justicia,1042,"Departamento de Justicia (DOJ)",https://www.usa.gov/es/agencias/departamento-de-justicia,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Departamento de Justicia","Departamento de Justicia","Departamento de Justicia",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/departamento-de-justicia,/es/agencias/departamento-de-justicia,/es/agencias/departamento-de-justicia,https://www.usa.gov/agencies/u-s-department-of-justice,,"USAGov en Español"
4,federal_directory_record,/agencies/administrative-conference-of-the-united-states,1043,"Administrative Conference of the United States (ACUS)",https://www.usa.gov/agencies/administrative-conference-of-the-united-states,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Administrative Conference of the United States","Administrative Conference of the United States","Administrative Conference of the United States",/,/about-the-us,/agency-index,/agencies/administrative-conference-of-the-united-states,/agencies/administrative-conference-of-the-united-states,/agencies/administrative-conference-of-the-united-states,None,,"USAGov English"
4,federal_directory_record,/agencies/susquehanna-river-basin-commission,1044,"Susquehanna River Basin Commission (SRBC)",https://www.usa.gov/agencies/susquehanna-river-basin-commission,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Susquehanna River Basin Commission","Susquehanna River Basin Commission","Susquehanna River Basin Commission",/,/about-the-us,/agency-index,/agencies/susquehanna-river-basin-commission,/agencies/susquehanna-river-basin-commission,/agencies/susquehanna-river-basin-commission,None,,"USAGov English"
4,federal_directory_record,/es/agencias/administracion-para-la-vida-comunitaria,1045,"Administración para la Vida Comunitaria (ACL)",https://www.usa.gov/es/agencias/administracion-para-la-vida-comunitaria,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Administración para la Vida Comunitaria","Administración para la Vida Comunitaria","Administración para la Vida Comunitaria",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/administracion-para-la-vida-comunitaria,/es/agencias/administracion-para-la-vida-comunitaria,/es/agencias/administracion-para-la-vida-comunitaria,https://www.usa.gov/agencies/administration-for-community-living,,"USAGov en Español"
4,federal_directory_record,/agencies/judicial-panel-on-multidistrict-litigation,1048,"Judicial Panel on Multidistrict Litigation (JPML)",https://www.usa.gov/agencies/judicial-panel-on-multidistrict-litigation,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Judicial Panel on Multidistrict Litigation","Judicial Panel on Multidistrict Litigation","Judicial Panel on Multidistrict Litigation",/,/about-the-us,/agency-index,/agencies/judicial-panel-on-multidistrict-litigation,/agencies/judicial-panel-on-multidistrict-litigation,/agencies/judicial-panel-on-multidistrict-litigation,None,,"USAGov English"
4,federal_directory_record,/es/agencias/departamento-de-seguridad-nacional,1049,"Departamento de Seguridad Nacional (DHS)",https://www.usa.gov/es/agencias/departamento-de-seguridad-nacional,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Departamento de Seguridad Nacional","Departamento de Seguridad Nacional","Departamento de Seguridad Nacional",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/departamento-de-seguridad-nacional,/es/agencias/departamento-de-seguridad-nacional,/es/agencias/departamento-de-seguridad-nacional,https://www.usa.gov/agencies/u-s-department-of-homeland-security,,"USAGov en Español"
4,federal_directory_record,/agencies/agency-for-healthcare-research-and-quality,1050,"Agency for Healthcare Research and Quality (AHRQ)",https://www.usa.gov/agencies/agency-for-healthcare-research-and-quality,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Agency for Healthcare Research and Quality","Agency for Healthcare Research and Quality","Agency for Healthcare Research and Quality",/,/about-the-us,/agency-index,/agencies/agency-for-healthcare-research-and-quality,/agencies/agency-for-healthcare-research-and-quality,/agencies/agency-for-healthcare-research-and-quality,https://www.usa.gov/es/agencias/agencia-para-la-investigacion-y-la-calidad-del-cuidado-de-la-salud,,"USAGov English"
4,federal_directory_record,/agencies/u-s-department-of-defense,1052,"U.S. Department of Defense (DOD)",https://www.usa.gov/agencies/u-s-department-of-defense,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Department of Defense","U.S. Department of Defense","U.S. Department of Defense",/,/about-the-us,/agency-index,/agencies/u-s-department-of-defense,/agencies/u-s-department-of-defense,/agencies/u-s-department-of-defense,https://www.usa.gov/es/agencias/departamento-de-defensa,,"USAGov English"
